,Unnamed: 0.1,Unnamed: 0,_id,price,bedrooms,bathrooms,summary,text,latitude,longitude,property_type,lease,image_url,image_prediction
78,78,78,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_06_0000.jpeg,kitchen
79,79,79,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_07_0000.jpeg,yard
80,80,80,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_08_0000.jpeg,coworking room
81,81,81,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_09_0000.jpeg,coworking room
82,82,82,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_10_0000.jpeg,bedroom
83,83,83,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_11_0000.jpeg,bedroom
84,84,84,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_12_0000.jpeg,living room
85,85,85,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_13_0000.jpeg,kitchen
86,86,86,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_14_0000.jpeg,wardrobe
87,87,87,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_15_0000.jpeg,bathroom
88,88,88,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_16_0000.jpeg,bathroom
89,89,89,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_17_0000.jpeg,office
90,90,90,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_18_0000.jpeg,laundry area
91,91,91,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_19_0000.jpeg,yard
92,92,92,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_20_0000.jpeg,yard
93,93,93,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_21_0000.jpeg,gate
94,94,94,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_22_0000.jpeg,yard
95,95,95,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_23_0000.jpeg,yard
96,96,96,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_24_0000.jpeg,yard
97,97,97,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_25_0000.jpeg,yard
98,98,98,141354467,950000,2,2.0,"On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Tham...","On the second floor of the popular Riverside West development, this two double bedroom property (previously three bedroom) in Bluewater House has the advantage of fronting onto the river. The large reception room, measuring 29ft in length, has two balconies with 180 degree views of the river Thames and a separate fully equipped kitchen. The expansive master bedroom suite, which used to be two bedrooms, has its own private balcony looking west down the river to Putney and an en-suite shower room. There's a second spacious double bedroom and family bathroom. You're moments from Wandsworth Town mainline station which takes you to Waterloo in 15 minutes. Riverside Quarter pier is a short walk away, with regular Thames Clipper services into the City and Greenwich beyond. Riverside West benefits from 24 hour concierge service, a Hudson's convenience store, Virgin Active Gym, nursery and the myriad of shops on Old York Road and at the Southside Shopping Centre. Parking available by separate negotiation. Council tax band G.<br /><br />",51.462276,-0.189898,Flat,LEASEHOLD,https://media.rightmove.co.uk/12k/11121/141354467/11121_32690941_IMG_26_0000.jpeg,yard
99,99,99,141794936,825000,4,2.0,"A fabulous split level period purpose built maisonette set on a prime residential road within close proximity to Earlsfield station, shops and general amenities.","A fabulous split level period purpose built maisonette set on a prime residential road within close proximity to Earlsfield station, shops and general amenities.<br />Council Tax Band: D                                                                                                                                                     Tenure: Shared Freehold                                                                                                                                                                  Original length of lease: TBC<br />Date lease commences: TBC<br />Service charge: Approx: TBC<br />Planned changes to service charge: TBC<br />Ground Rent: TBC<br /><br />Council tax and, where applicable, lease information, service charges and ground rent are given as a guide only and should always be checked and confirmed by your Solicitor prior to exchange of contracts.",51.43753,-0.18488,Flat,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/56k/55441/141794936/55441_2271188_IMG_00_0000.jpeg,living room
100,100,100,141794936,825000,4,2.0,"A fabulous split level period purpose built maisonette set on a prime residential road within close proximity to Earlsfield station, shops and general amenities.","A fabulous split level period purpose built maisonette set on a prime residential road within close proximity to Earlsfield station, shops and general amenities.<br />Council Tax Band: D                                                                                                                                                     Tenure: Shared Freehold                                                                                                                                                                  Original length of lease: TBC<br />Date lease commences: TBC<br />Service charge: Approx: TBC<br />Planned changes to service charge: TBC<br />Ground Rent: TBC<br /><br />Council tax and, where applicable, lease information, service charges and ground rent are given as a guide only and should always be checked and confirmed by your Solicitor prior to exchange of contracts.",51.43753,-0.18488,Flat,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/56k/55441/141794936/55441_2271188_IMG_01_0000.jpeg,bedroom
101,101,101,141794936,825000,4,2.0,"A fabulous split level period purpose built maisonette set on a prime residential road within close proximity to Earlsfield station, shops and general amenities.","A fabulous split level period purpose built maisonette set on a prime residential road within close proximity to Earlsfield station, shops and general amenities.<br />Council Tax Band: D                                                                                                                                                     Tenure: Shared Freehold                                                                                                                                                                  Original length of lease: TBC<br />Date lease commences: TBC<br />Service charge: Approx: TBC<br />Planned changes to service charge: TBC<br />Ground Rent: TBC<br /><br />Council tax and, where applicable, lease information, service charges and ground rent are given as a guide only and should always be checked and confirmed by your Solicitor prior to exchange of contracts.",51.43753,-0.18488,Flat,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/56k/55441/141794936/55441_2271188_IMG_02_0000.jpeg,bedroom
102,102,102,141794936,825000,4,2.0,"A fabulous split level period purpose built maisonette set on a prime residential road within close proximity to Earlsfield station, shops and general amenities.","A fabulous split level period purpose built maisonette set on a prime residential road within close proximity to Earlsfield station, shops and general amenities.<br />Council Tax Band: D                                                                                                                                                     Tenure: Shared Freehold                                                                                                                                                                  Original length of lease: TBC<br />Date lease commences: TBC<br />Service charge: Approx: TBC<br />Planned changes to service charge: TBC<br />Ground Rent: TBC<br /><br />Council tax and, where applicable, lease information, service charges and ground rent are given as a guide only and should always be checked and confirmed by your Solicitor prior to exchange of contracts.",51.43753,-0.18488,Flat,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/56k/55441/141794936/55441_2271188_IMG_03_0000.jpeg,yard
103,103,103,141794936,825000,4,2.0,"A fabulous split level period purpose built maisonette set on a prime residential road within close proximity to Earlsfield station, shops and general amenities.","A fabulous split level period purpose built maisonette set on a prime residential road within close proximity to Earlsfield station, shops and general amenities.<br />Council Tax Band: D                                                                                                                                                     Tenure: Shared Freehold                                                                                                                                                                  Original length of lease: TBC<br />Date lease commences: TBC<br />Service charge: Approx: TBC<br />Planned changes to service charge: TBC<br />Ground Rent: TBC<br /><br />Council tax and, where applicable, lease information, service charges and ground rent are given as a guide only and should always be checked and confirmed by your Solicitor prior to exchange of contracts.",51.43753,-0.18488,Flat,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/56k/55441/141794936/55441_2271188_IMG_04_0000.jpeg,dining room
104,104,104,141794936,825000,4,2.0,"A fabulous split level period purpose built maisonette set on a prime residential road within close proximity to Earlsfield station, shops and general amenities.","A fabulous split level period purpose built maisonette set on a prime residential road within close proximity to Earlsfield station, shops and general amenities.<br />Council Tax Band: D                                                                                                                                                     Tenure: Shared Freehold                                                                                                                                                                  Original length of lease: TBC<br />Date lease commences: TBC<br />Service charge: Approx: TBC<br />Planned changes to service charge: TBC<br />Ground Rent: TBC<br /><br />Council tax and, where applicable, lease information, service charges and ground rent are given as a guide only and should always be checked and confirmed by your Solicitor prior to exchange of contracts.",51.43753,-0.18488,Flat,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/56k/55441/141794936/55441_2271188_IMG_05_0000.jpeg,bedroom
105,105,105,141794936,825000,4,2.0,"A fabulous split level period purpose built maisonette set on a prime residential road within close proximity to Earlsfield station, shops and general amenities.","A fabulous split level period purpose built maisonette set on a prime residential road within close proximity to Earlsfield station, shops and general amenities.<br />Council Tax Band: D                                                                                                                                                     Tenure: Shared Freehold                                                                                                                                                                  Original length of lease: TBC<br />Date lease commences: TBC<br />Service charge: Approx: TBC<br />Planned changes to service charge: TBC<br />Ground Rent: TBC<br /><br />Council tax and, where applicable, lease information, service charges and ground rent are given as a guide only and should always be checked and confirmed by your Solicitor prior to exchange of contracts.",51.43753,-0.18488,Flat,SHARE_OF_FREEHOLD,https://media.rightmove.co.uk/56k/55441/141794936/55441_2271188_IMG_06_0000.jpeg,kitchen
